LEAID,NAME,STFIP
"1100009",Elsie Whitlow Stokes Community Freedom PCS,"11"
"1100011",Perry Street Preparatory PCS,"11"
"1100013",IDEA PCS,"11"
"1100014",Maya Angelou PCS,"11"
"1100015",Meridian PCS,"11"
"1100016",Briya PCS,"11"
"1100017",The Next Step/El Proximo Paso PCS,"11"
"1100019",Washington Latin PCS,"11"
"1100020",Roots PCS,"11"
"1100022",SEED PCS,"11"
"1100029",Cedar Tree Academy PCS,"11"
"1100030",District of Columbia Public Schools,"11"
"1100031",KIPP DC PCS,"11"
"1100032",Latin American Montessori Bilingual PCS,"11"
"1100034",Thurgood Marshall Academy PCS,"11"
"1100035",Capital City PCS,"11"
"1100039",Paul PCS,"11"
"1100042",DC Bilingual PCS,"11"
"1100043",E.L. Haynes PCS,"11"
"1100044",Mary McLeod Bethune Day Academy PCS,"11"
"1100045",Two Rivers PCS,"11"
"1100048",DC Prep PCS,"11"
"1100049",Eagle Academy PCS,"11"
"1100051",Hope Community PCS,"11"
"1100054",AppleTree Early Learning PCS,"11"
"1100055",Bridges PCS,"11"
"1100057",Early Childhood Academy PCS,"11"
"1100058",Howard University Middle School of Mathematics and Science P,"11"
"1100059",YouthBuild DC PCS,"11"
"1100064",St. Coletta Special Education PCS,"11"
"1100072",Achievement Preparatory Academy PCS,"11"
"1100073",Center City PCS,"11"
"1100077",Washington Yu Ying PCS,"11"
"1100080",Inspired Teaching Demonstration PCS,"11"
"1100081",Shining Stars Montessori Academy PCS,"11"
"1100082",Richard Wright PCS for Journalism and Media Arts,"11"
"1100083",BASIS DC PCS,"11"
"1100084",Creative Minds International PCS,"11"
"1100085",DC Scholars PCS,"11"
"1100086",Mundo Verde Bilingual PCS,"11"
"1100087",DYRS,"24"
"1100088",Sela PCS,"11"
"1100090",Ingenuity Prep PCS,"11"
"1100091",LAYC Career Academy PCS,"11"
"1100092",Community College Preparatory Academy PCS,"11"
"1100093",Lee Montessori PCS,"11"
"1100094",Academy of Hope Adult PCS,"11"
"1100096",Harmony DC PCS,"11"
"1100097",District of Columbia International School,"11"
"1100099",Kingsman Academy PCS,"11"
"1100100",Monument Academy PCS,"11"
"1100101",The Children's Guild DC PCS,"11"
"1100102",Washington Global PCS,"11"
"1100103",Washington Leadership Academy PCS,"11"
"1100104",Breakthrough Montessori PCS,"11"
"1100105",Goodwill Excel Center PCS,"11"
"1100106",Rocketship Education DC PCS,"11"
"1100108",The Family Place PCS,"11"
"1100109",Digital Pioneers Academy PCS,"11"
"1100110",Statesmen College Preparatory Academy for Boys PCS,"11"
"1100111",The Sojourner Truth School PCS,"11"
"1100112",Capital Village PCS,"11"
"1100113",Girls Global Academy PCS,"11"
"1100114",I Dream PCS,"11"
"1100115",Social Justice PCS,"11"
"1100116",Global Citizens PCS,"11"
"1100117",LEARN DC PCS,"11"
"1100118",DC Wildflower PCS,"11"
"1100119",DC Jail Education Program,"11"
"1200002",FL VIRTUAL,"12"
"1200030",ALACHUA,"12"
"1200060",BAKER,"12"
"1200080",LAKE WALES CHARTER SCHOOLS,"12"
"1200081",SOUTH TECH ACADEMY,"12"
"1200082",UCP,"12"
"1200083",KIPP CHARTER,"12"
"1200084",IDEA PUBLIC SCHOOLS,"48"
"1200090",BAY,"12"
"1200120",BRADFORD,"12"
"1200150",BREVARD,"12"
"1200180",BROWARD,"12"
"1200210",CALHOUN,"12"
"1200240",CHARLOTTE,"12"
"1200270",CITRUS,"12"
"1200300",CLAY,"12"
"1200330",COLLIER,"12"
"1200360",COLUMBIA,"12"
"1200390",MIAMI-DADE,"12"
"1200420",DESOTO,"12"
"1200450",DIXIE,"12"
"1200480",DUVAL,"12"
"1200510",ESCAMBIA,"12"
"1200540",FLAGLER,"12"
"1200570",FRANKLIN,"12"
"1200600",GADSDEN,"12"
"1200630",GILCHRIST,"12"
"1200660",GLADES,"12"
"1200690",GULF,"12"
"1200720",HAMILTON,"12"
"1200750",HARDEE,"12"
"1200780",HENDRY,"12"
"1200810",HERNANDO,"12"
"1200840",HIGHLANDS,"12"
"1200870",HILLSBOROUGH,"12"
"1200900",HOLMES,"12"
"1200930",INDIAN RIVER,"12"
"1200960",JACKSON,"12"
"1200990",JEFFERSON,"12"
"1201020",LAFAYETTE,"12"
"1201050",LAKE,"12"
"1201080",LEE,"12"
"1201110",LEON,"12"
"1201140",LEVY,"12"
"1201170",LIBERTY,"12"
"1201200",MADISON,"12"
"1201230",MANATEE,"12"
"1201260",MARION,"12"
"1201290",MARTIN,"12"
"1201320",MONROE,"12"
"1201350",NASSAU,"12"
"1201380",OKALOOSA,"12"
"1201410",OKEECHOBEE,"12"
"1201440",ORANGE,"12"
"1201470",OSCEOLA,"12"
"1201500",PALM BEACH,"12"
"1201530",PASCO,"12"
"1201560",PINELLAS,"12"
"1201590",POLK,"12"
"1201620",PUTNAM,"12"
"1201650",SANTA ROSA,"12"
"1201680",SARASOTA,"12"
"1201710",SEMINOLE,"12"
"1201740",ST. JOHNS,"12"
"1201770",ST. LUCIE,"12"
"1201800",SUMTER,"12"
"1201830",SUWANNEE,"12"
"1201860",TAYLOR,"12"
"1201890",UNION,"12"
"1201920",VOLUSIA,"12"
"1201950",WAKULLA,"12"
"1201980",WALTON,"12"
"1202010",WASHINGTON,"12"
"1202012",FAU LAB SCH,"12"
"1202013",FSU LAB SCH,"12"
"1202014",FAMU LAB SCH,"12"
"1202015",UF LAB SCH,"12"
"1202016",DEAF/BLIND,"12"
"1202017",SAN JOSE SCHOOLS,"12"
"1202018",MATER ACADEMY,"12"
"1202019",TSC,"12"
"1202020",FSU BAY,"12"
"1202021",DJJ District,"12"
"1202022",ODYSSEY CHARTER SCHOOLS,"12"
"1300001",Troup County,"13"
"1300005",State Specialty Schools II- Statesboro STEAM Academy,"13"
"1300006",Northwest Georgia RESA,"13"
"1300007",North Georgia RESA,"13"
"1300008",Pioneer RESA,"13"
"1300009",Metro RESA,"13"
"1300010",Northeast Georgia RESA,"13"
"1300011",West Georgia RESA,"13"
"1300012",Griffin RESA,"13"
"1300013",Middle Georgia RESA,"13"
"1300014",Oconee RESA,"13"
"1300015",Central Savannah River RESA,"13"
"1300016",Chattahoochee-Flint RESA,"13"
"1300017",Heart of Georgia RESA,"13"
"1300018",First District RESA,"13"
"1300019",Southwest Georgia RESA,"13"
"1300020",Coastal Plains RESA,"13"
"1300021",Okefenokee RESA,"13"
"1300023",State Specialty Schools I- Odyssey Charter School,"13"
"1300025",Department of Corrections,"13"
"1300026",Department of Juvenile Justice,"13"
"1300027",Department of Human Resources,"13"
"1300028",Department of Labor,"13"
"1300060",Appling County,"13"
"1300090",Atkinson County,"13"
"1300120",Atlanta Public Schools,"13"
"1300150",Bacon County,"13"
"1300180",Baker County,"13"
"1300210",Baldwin County,"13"
"1300214",State Specialty Schools I- Mountain Education High School,"13"
"1300217",State Specialty Schools II- Fulton Leadership Academy,"13"
"1300218",State Specialty Schools II- Pataula Charter Academy,"13"
"1300221",State Specialty Schools II- Atlanta Heights Charter School,"13"
"1300222",State Specialty Schools II- Coweta Charter Academy,"13"
"1300226",State Specialty Schools I- Ivy Preparatory Academy- Inc,"13"
"1300227",State Specialty Schools I- Georgia Connections Academy,"13"
"1300230",State Specialty Schools I- Cherokee Charter Academy,"13"
"1300232",State Specialty Schools I- Georgia Cyber Academy,"13"
"1300233",State Specialty Schools I- Utopian Academy for the Arts Char,"13"
"1300234",State Specialty Schools I- International Charter Sch of Atl,"13"
"1300235",State Specialty Schools I- Foothills Regional High School,"13"
"1300236",State Specialty Schools I- Scintilla Charter Academy,"13"
"1300237",State Specialty Schools I- Dubois Integrity Academy,"13"
"1300238",State Specialty Schools I- Georgia School for Innovation and,"13"
"1300239",State Specialty Schools II- Cirrus Charter Academy,"13"
"1300240",Banks County,"13"
"1300241",State Specialty Schools II- Liberty Tech Charter Academy,"13"
"1300242",State Specialty Schools II- Brookhaven Innovation Academy,"13"
"1300243",State Specialty Schools II- Southwest Georgia S.T.E.M. Char,"13"
"1300244",State Specialty Schools II- Genesis Innovation Academy-Girl,"13"
"1300245",State Specialty Schools II- SAIL Charter Academy - School fo,"13"
"1300246",State Specialty Schools I- Coastal Plains High School,"13"
"1300247",State Specialty Schools II- Resurgence Hall Charter School,"13"
"1300248",State Specialty Schools II- Genesis Innovation Academy-Boy,"13"
"1300249",State Specialty Schools II- International Academy of Smyrna,"13"
"1300250",State Specialty Schools II- International Charter Academy o,"13"
"1300251",State Specialty Schools II- SLAM Academy of Atlanta,"13"
"1300252",State Specialty Schools II- Academy For Classical Education,"13"
"1300253",State Specialty Schools II- Spring Creek Charter Academy,"13"
"1300254",State Schools,"13"
"1300255",State Specialty Schools II- Ethos Classical Charter School,"13"
"1300256",State Specialty Schools II- Baconton Community Charter Sch,"13"
"1300257",State Specialty Schools II- Yi Hwang Academy of Language Ex,"13"
"1300258",State Specialty Schools II- Furlow Charter School,"13"
"1300259",State Specialty Schools II- Atlanta SMART Academy,"13"
"1300261",State Specialty Schools II- Atlanta Unbound Academy,"13"
"1300262",State Specialty Schools II- D.E.L.T.A. STEAM Academy,"13"
"1300263",State Specialty Schools II- Georgia Fugees Academy Charter,"13"
"1300264",State Specialty Schools II- Northwest Classical Academy,"13"
"1300265",State Specialty Schools II- Amana Academy West Atlanta,"13"
"1300290",Barrow County,"13"
"1300330",Bartow County,"13"
"1300360",Ben Hill County,"13"
"1300390",Berrien County,"13"
"1300420",Bibb County,"13"
"1300440",Bleckley County,"13"
"1300480",Brantley County,"13"
"1300510",Bremen City,"13"
"1300540",Brooks County,"13"
"1300570",Bryan County,"13"
"1300600",Buford City,"13"
"1300630",Bulloch County,"13"
"1300660",Burke County,"13"
"1300690",Butts County,"13"
"1300720",Calhoun City,"13"
"1300750",Calhoun County,"13"
"1300780",Camden County,"13"
"1300810",Candler County,"13"
"1300840",Carroll County,"13"
"1300870",Carrollton City,"13"
"1300900",Cartersville City,"13"
"1300930",Catoosa County,"13"
"1300990",Charlton County,"13"
"1301020",Savannah-Chatham County,"13"
"1301050",Chattahoochee County,"13"
"1301080",Chattooga County,"13"
"1301110",Cherokee County,"13"
"1301140",Chickamauga City,"13"
"1301170",Clarke County,"13"
"1301200",Clay County,"13"
"1301230",Clayton County,"13"
"1301260",Clinch County,"13"
"1301290",Cobb County,"13"
"1301350",Coffee County,"13"
"1301380",Colquitt County,"13"
"1301410",Columbia County,"13"
"1301440",Commerce City,"13"
"1301470",Cook County,"13"
"1301500",Coweta County,"13"
"1301530",Crawford County,"13"
"1301560",Crisp County,"13"
"1301590",Dade County,"13"
"1301620",Dalton Public Schools,"13"
"1301650",Dawson County,"13"
"1301680",City Schools of Decatur,"13"
"1301710",Decatur County,"13"
"1301740",DeKalb County,"13"
"1301770",Dodge County,"13"
"1301800",Dooly County,"13"
"1301830",Dougherty County,"13"
"1301860",Douglas County,"13"
"1301870",Dublin City,"13"
"1301890",Laurens County,"13"
"1301920",Early County,"13"
"1301950",Echols County,"13"
"1301980",Effingham County,"13"
"1302010",Elbert County,"13"
"1302040",Emanuel County,"13"
"1302070",Evans County,"13"
"1302100",Fannin County,"13"
"1302130",Fayette County,"13"
"1302190",Floyd County,"13"
"1302220",Forsyth County,"13"
"1302250",Franklin County,"13"
"1302280",Fulton County,"13"
"1302310",Gainesville City,"13"
"1302340",Gilmer County,"13"
"1302370",Glascock County,"13"
"1302400",Glynn County,"13"
"1302430",Gordon County,"13"
"1302460",Grady County,"13"
"1302490",Greene County,"13"
"1302520",Griffin-Spalding County,"13"
"1302550",Gwinnett County,"13"
"1302580",Habersham County,"13"
"1302610",Hall County,"13"
"1302640",Hancock County,"13"
"1302670",Haralson County,"13"
"1302700",Harris County,"13"
"1302730",Hart County,"13"
"1302790",Heard County,"13"
"1302820",Henry County,"13"
"1302880",Houston County,"13"
"1302910",Irwin County,"13"
"1302940",Jackson County,"13"
"1302970",Jasper County,"13"
"1303000",Jeff Davis County,"13"
"1303030",Jefferson City,"13"
"1303060",Jefferson County,"13"
"1303090",Jenkins County,"13"
"1303120",Johnson County,"13"
"1303150",Jones County,"13"
"1303210",Lamar County,"13"
"1303240",Lanier County,"13"
"1303270",Lee County,"13"
"1303300",Liberty County,"13"
"1303330",Lincoln County,"13"
"1303360",Long County,"13"
"1303390",Lowndes County,"13"
"1303420",Lumpkin County,"13"
"1303450",Macon County,"13"
"1303480",Madison County,"13"
"1303510",Marietta City,"13"
"1303540",Marion County,"13"
"1303570",McDuffie County,"13"
"1303600",McIntosh County,"13"
"1303630",Meriwether County,"13"
"1303660",Miller County,"13"
"1303690",Mitchell County,"13"
"1303720",Monroe County,"13"
"1303750",Montgomery County,"13"
"1303780",Morgan County,"13"
"1303840",Murray County,"13"
"1303870",Muscogee County,"13"
"1303930",Newton County,"13"
"1303960",Oconee County,"13"
"1303990",Oglethorpe County,"13"
"1304020",Paulding County,"13"
"1304050",Peach County,"13"
"1304080",Pelham City,"13"
"1304110",Pickens County,"13"
"1304140",Pierce County,"13"
"1304170",Pike County,"13"
"1304200",Polk County,"13"
"1304220",Pulaski County,"13"
"1304260",Putnam County,"13"
"1304290",Quitman County,"13"
"1304320",Rabun County,"13"
"1304350",Randolph County,"13"
"1304380",Richmond County,"13"
"1304410",Rockdale County,"13"
"1304440",Rome City,"13"
"1304470",Schley County,"13"
"1304500",Screven County,"13"
"1304530",Seminole County,"13"
"1304540",Social Circle City,"13"
"1304560",Stephens County,"13"
"1304590",Stewart County,"13"
